index	sentence1	sentence2	label
400	Is your BIOS set to hibernate the laptop in case of low battery?	My laptop BIOS has that setting.	entailment
401	Do you miss all our old friends?	I always wish I could see you guys.	entailment
402	Do you want to try that new seafood place downtown?	I open to trying new restaurants!	entailment
403	Do you remember the old lady that lived by the post office?	I have a terrible memory.	contradiction
404	Does your battery run down in just a few days?	Yes, my battery dies very quickly.	entailment
405	Do you ever miss our old neighborhood?	I miss being there sometimes.	entailment
406	Do you enjoy books in series?	Reading a series is fun.	entailment
407	Will you be living here by yourself?	I think my wife is moving, too.	contradiction
408	Is spark getting to the plugs?	Yes, I noticed a spark.	entailment
409	Are you using your laptop in a hot environment?	The laptop is usually used in the study. It is not overly hot in there.	contradiction
410	Are there many people who come and go?	Our turnover is really high.	entailment
411	Does your battery run down in just a few days?	After a few days, the battery lost the charge.	entailment
412	Is spark getting to the plugs?	How can I see if the spark is getting to the plug?	neutral
413	You are facing overheating because of a hardware failure. You laptop's fan or temperature sensor is not working properly and you should replace it.	You were totally right, it is now working as it should. Thank very much, I am very happy!	neutral
414	Are you a fan of superheros?	The Green Lantern is cool.	entailment
415	Are you a vegetarian ?	I am the opposite of a vegetarian.	contradiction
416	Want to go the cinema this weekend to see the latest blockbuster ?	I would love to	entailment
417	Do you like Jane Austen?	I prefer more modern works.	contradiction
418	Is your car's radiator leaking from finned section?	I don't see that happening.  Nothing is leaking from it.	contradiction
419	Do you like to to get outside?	I prefer staying indoors.	contradiction
420	Have you been to New York before?	I come as often as I can.	entailment
421	Does the fan turn on when the engine warms up?	Yes, the fan is turning on once the engine gets warmed up.	entailment
422	Is the coolant flowing through the radiator?	There sure is a healthy flow. 	entailment
423	Are you able to boot your Windows in Safe Mode?	I booted Windows and it does not boot successfully in Safe Mode.	contradiction
424	Do you have a pet?	I have a dog	entailment
425	Is the wireless adapter switched ON or enabled in software?	Upon checking the settings on my laptop, I see that the wireless adapter is not turned on.	contradiction
426	Does the car stall while warm?	No, the vehicle does not stall when it is warm.	contradiction
427	Have you gotten a job?	I'm hoping to get one soon	contradiction
428	Is a blotch or stain growing on your LCD?	What should I look for when checking for that on my LCD?	neutral
429	Did you listen to the new Taylor Swift album?	I'm not a fan of her	contradiction
430	Are you using your laptop in a hot environment?	No, the climate is normal.	contradiction
431	Are you financially stable?	I am comfortable with my finances	entailment
432	Want to eat some spicy food?	That's probably not a good idea.	contradiction
433	Are you a Supervisor now?	I'm too junior.	contradiction
434	Is the coolant flowing through the radiator?	I've just checked. I see that there is coolant going through the radiator.	entailment
435	Does the flat have more than 200 square feet?	I could not live in less than that.	entailment
436	Are you into biking?	I'd rather go jogging.	contradiction
437	Can you afford an apartment?	I wouldn't be moving if I couldn't.	entailment
438	Do you like arts and crafts?	It's my favorite pastime.	entailment
439	Is there an open circuit with your car's key in 'run/ON' position?	I've checked and there isn't an open circuit in the 'run/ON' position.	contradiction
440	Have you considered renting?	I want to own something.	contradiction
441	Have you ever tried vegan cuisine?	I have eaten tofu before.	entailment
442	Have you seen anyone else from back then recently?	Nobody else seems to be around.	contradiction
443	Have you been looking for awhile?	I've had feelers out for over a year.	entailment
444	Are you a fan of vampires?	I do like vampires	entailment
445	Did you want to exchange contact info so we can stay in touch?	Here, let me give you my phone number.	entailment
446	Does your laptop freeze even when it is not hot?	The laptop works good in normal temperatures.  I have no problems at all then.	contradiction
447	Are both your laptop and router working on the 802.11g protocols?	I don't understand why this is relevant.	neutral
448	Do you work in town?	I am employed locally.	entailment
449	Do you want to hang out?	I'd love to get together.	entailment
450	Are you looking in the same field?	I still want to work in the same field.	entailment
451	Do you want to get together tomorrow?	I'm free later in the day.	entailment
452	Are you quitting because of your boss?	That is one reason	entailment
453	Do you get a 'No Operating System' message when you start the laptop?	The laptop does not show that warning message.	contradiction
454	Do you own a pet?	My dog is my best friend.	entailment
455	Are you planning on moving there soon?	I'm moving next week	entailment
456	Please plug in the AC power adapter to your laptop. Does it boot now?	Booting the machine with the AC power adapter connected did not work.	contradiction
457	Do you still like listening to blues?	I prefer jazz.	contradiction
458	Are you happy?	I've been depressed lately.	contradiction
