index	sentence1	sentence2	label
409	Is fiction what you're mostly into?	I'm mainly into non-fiction.	contradiction
410	Is the beach a place you like to spend time?	It sounds nice but the sand makes it so annoying I tend not to go.	contradiction
411	When you turn ON the laptop, do you hear a series of beeps?	I do not hear a series of beeps when the laptop turns on.	contradiction
412	Can you drink?	I love beer.	entailment
413	Would you like to go the pub sometime?	I'd love a drink sometime.	entailment
414	Aren't property prices extremely high there?	They are incredibly high.	entailment
415	Does the laptop boot after removing all external devices such as external keyboard, mouse and printer?	It doesn't boot up.	contradiction
416	Want to try a trendy new place?	I would rather go to Domino's.	contradiction
417	Is the antifreeze level in your overflow tank up to the mark?	The level is low. The fluid doesn't come near the mark.	contradiction
418	Are you coming to work tomorrow?	I don't come in for a few days.	contradiction
419	Would you enjoy sightseeing downtown?	I prefer to go into nature.	contradiction
420	Are you okay to sleep on the sofa tonight?	I can sleep anywhere.	entailment
421	Does the laptop BIOS show that the hard drive is installed?	The hard drive is installed according to the BIOS. Everything seems to be working properly.	entailment
422	Does the flat's price fit your long-term budget?	This one is in my preferred price range.	entailment
423	do you like block parties?	I love to socialize.	entailment
424	Want to take a roadtrip on Friday?	sounds like a plan	entailment
425	Are you game for seafood this weekend?	Let's do it!	entailment
426	Are you using your laptop on a hard and flat surface?	The surface on which the laptop is being used is indeed hard and flat to me.	entailment
427	Do you get your books from the library?	I usually do	entailment
428	Is the emergency parking brake working properly?	How do I know if it functions as expected?	neutral
429	When you start the laptop, do you see the splash screen with the Windows logo?	The splash screen shows up.	entailment
430	Do you need to be close to the subway?	That would be ideal.	entailment
431	Will you need a loan to buy it?	I've been saving money for years and I'm getting help from my parents.	contradiction
432	Do you own property already?	I've never owned a house before.	contradiction
433	Does the car stop when you apply the brakes?	I took my car for a test drive. The car comes to halt when I use the brakes. 	entailment
434	Do you have to travel frequently?	I never leave the office.	contradiction
435	Do you like music?	I listen to the same songs all of the time.	entailment
436	Are the battery terminals dirty?	No. I checked them just now, they are not dirty.	contradiction
437	Can you afford to live in New York?	I need a second job.	contradiction
438	Did you have a good workday?	It wasn't too bad	neutral
439	Do you like to eat fast food?	It's too greasy for me.	contradiction
440	Is it more than a one bedroom?	It's a two bedroom.	entailment
441	Does the laptop boot normally and display the Windows Desktop?	I can't get to the Windows Desktop.	contradiction
442	Glad it's the weekend?	I'm always excited when the week's over.	entailment
443	Have you tried that Thai place around the corner?	They have good spring rolls.	entailment
444	Does your work keep you interested?	It is different everyday	entailment
445	Did you enjoy your flight?	I found it very long.	contradiction
446	Do you enjoy any genre of books?	My literary tastes run the gamut.	entailment
447	Would you consider renting the flat out for extra money ?	There's a spare room I wouldn't mind renting out.	entailment
448	Does it pay more?	It comes with a higher salary.	entailment
449	You have broken wires or loose connectors in your display lid. This is causing your display to malfunction.	The connectors were the culprit indeed. I had them replaced, and my display works great now. Thanks for your help.	neutral
450	Is New York a nice place?	It's beautiful in springtime.	entailment
451	Do you go camping?	Only now and then.	entailment
452	Can you eat meat?	I'm a vegetarian.	contradiction
453	Do you come here often?	I'm here every day for lunch.	entailment
454	Have you ever worked in a kitchen?	I have never done that	contradiction
455	Are you able to see anything on your laptop's screen?	Yes, I am able to see things.	entailment
456	Is the emergency parking brake working properly?	The emergency parking brake isn't stopping the car at all.  The emergency parking brake is even hard to pull up.	contradiction
457	Are you unhappy where you're at?	I needed a change	entailment
458	Is your laptop's fan running when it overheats?	It runs when overheating occurs.	entailment
459	Is it hard to brake and bring the car to a halt?	I think that's right. When I hit them it feels like it's taking more effort.	entailment
460	Is horseback riding something you enjoy during your leisure time?	I don't know how to ride a horse.	contradiction
461	Have you eaten anything great last week?	The Brazilian BBQ was fantastic.	entailment
462	Are you okay?	I've been stressed about work.	contradiction
463	Do you have busy weekends?	I've got a lot planned.	entailment
464	Is the brake fluid level OK?	The brake fluid is too low.	contradiction
465	Is a blotch or stain growing on your LCD?	There is a blotch on it.	entailment
466	Your car ignition system wiring or the voltage regulator is at fault. Hope this suggestion was useful.	The voltage regular was actually busted. Thank you so much for you help, would have never fixed this without you.	neutral
467	Can you smell burning or see smoke coming out of the laptop?	It looks and smells normal to me.	entailment
468	Are you still in touch with friends from our old neighborhood?	I haven't spoken to anyone in years.	contradiction
469	Is it better than your old job?	It would pay twice as much.	entailment
470	I understand the issue now. You will have to clean all the air vents of your laptop and replace the active heat sink.	I tried replacing the heat sink and cleaning the air vents as you suggested and it worked perfectly. Thank you so much for your help with this.	neutral
471	Do you want a place close to home?	I am too hungry to go far.	entailment
472	Do you like karaoke?	Singing in public terrifies me	contradiction
